index,name,child_ids,parent_mids
/m/01xq0k1,"cattle,_bovinae","['/m/07rpkh9', '/m/0239kh', '/m/01hhp3']",['/m/0dgw9r']
/m/07rpkh9,moo,[],['/m/0dgw9r']
/m/0239kh,cowbell,[],['/m/0bpl036']
/m/01hhp3,yak,[],['/m/0bpl036']
/m/068zj,pig,['/t/dd00018'],['/m/0bpl036']
/t/dd00018,oink,[],['/m/0dgw9r']
/m/03fwl,goat,['/m/07q0h5t'],['/m/0dgw9r']
/m/07q0h5t,bleat,[],['/m/0dgw9r']
/m/07bgp,sheep,['/m/07q0h5t'],['/m/0dgw9r']
/m/025rv6n,fowl,"['/m/09b5t', '/m/01rd7k', '/m/09ddx', '/m/0dbvp']",['/m/0dgw9r']
/m/09b5t,"chicken,_rooster","['/m/07st89h', '/m/07qn5dc']",['/m/0dgw9r']
/m/07st89h,cluck,[],['/m/0dgw9r']
/m/07qn5dc,"crowing,_cock-a-doodle-doo",[],['/m/0160x5']
/m/01rd7k,turkey,['/m/07svc2k'],['/m/0160x5']
/m/07svc2k,gobble,[],['/m/0160x5']
/m/09ddx,duck,['/m/07qdb04'],['/m/0160x5']
/m/07qdb04,quack,[],['/m/0160x5']
/m/0dbvp,goose,['/m/07qwf61'],['/m/0160x5']
/m/07qwf61,honk,[],['/m/0160x5']
/m/01280g,wild_animals,"['/m/0cdnk', '/m/015p6', '/m/01z5f', '/m/06hps', '/m/03vt0', '/m/09ld4', '/m/078jl', '/m/032n05']",['/m/0dgw9r']
/m/0cdnk,"roaring_cats_(lions,_tigers)","['/m/04cvmfc', '/m/0ghcn6']",['/m/0dgw9r']
/m/04cvmfc,roar,[],['/m/0k65p']
/m/015p6,bird,"['/m/020bb7', '/m/0h0rv', '/m/04s8yn', '/m/09d5_', '/m/01dwxx', '/m/05_wcq']","['/m/0k65p', '/t/dd00012']"
/m/020bb7,"bird_vocalization,_bird_call,_bird_song","['/m/07pggtn', '/m/07sx8x_']",['/m/0dgw9r']
/m/07pggtn,"chirp,_tweet",[],['/m/01jg02']
/m/07sx8x_,squawk,[],['/m/0dgw9r']
/m/0h0rv,"pigeon,_dove",['/m/07r_25d'],['/m/04xp5v']
/m/07r_25d,coo,[],['/m/0dgw9r']
/m/04s8yn,crow,['/m/07r5c2p'],['/m/0dgw9r']
/m/07r5c2p,caw,[],['/m/0dgw9r']
/m/09d5_,owl,['/m/07r_80w'],['/m/0dgw9r']
/m/07r_80w,hoot,[],['/m/0dgw9r']
/m/01dwxx,"gull,_seagull",[],['/m/0dgw9r']
/m/05_wcq,"bird_flight,_flapping_wings",[],['/m/0dgw9r']
/m/01z5f,"canidae,_dogs,_wolves","['/m/07qf0zm', '/m/0ghcn6']",['/m/0dgw9r']
/m/06hps,"rodents,_rats,_mice","['/m/04rmv', '/m/02021', '/m/07r4gkf']",['/m/0dgw9r']
/m/04rmv,mouse,[],['/t/dd00012']
/m/02021,chipmunk,[],['/t/dd00012']
/m/07r4gkf,patter,[],['/t/dd00012']
/m/03vt0,insect,"['/m/09xqv', '/m/09f96', '/m/0h2mp', '/m/01h3n']",['/t/dd00012']
/m/09xqv,cricket,[],"['/t/dd00012', '/m/096m7z']"
/m/09f96,mosquito,[],['/t/dd00012']
/m/0h2mp,"fly,_housefly",['/m/07pjwq1'],['/t/dd00012']
/m/07pjwq1,buzz,[],
/m/01h3n,"bee,_wasp,_etc.",['/m/07pjwq1'],
/m/09ld4,frog,['/m/07st88b'],
/m/07st88b,croak,[],['/m/0jbk']
/m/078jl,snake,"['/m/07rjwbb', '/m/07qn4z3']",['/m/0jbk']
/m/07qn4z3,rattle,[],['/m/068hy']
/m/032n05,whale_vocalization,[],['/m/068hy']
/m/04rlf,music,"['/m/04szw', '/m/0kpv1t', '/t/dd00027', '/t/dd00028', '/t/dd00030']",['/m/068hy']
/m/04szw,musical_instrument,"['/m/0fx80y', '/m/05148p4', '/m/0l14md', '/m/05pd6', '/m/01kcd', '/m/0l14_3', '/m/085jw', '/m/03m5k', '/m/0l14jd', '/m/0395lw', '/m/03qjg', '/m/0mkg', '/m/0192l', '/m/02bxd', '/m/0l14l2', '/m/07kc_', '/m/0l14t7', '/m/05229', '/m/01vj9c', '/m/01hgjl']",['/m/068hy']
/m/0fx80y,plucked_string_instrument,"['/m/0342h', '/m/018j2', '/m/0jtg0', '/m/04rzd', '/m/01bns_', '/m/07xzm']",['/m/068hy']
/m/0342h,guitar,"['/m/02sgy', '/m/018vs', '/m/042v_gx', '/m/06w87', '/m/01glhc', '/m/07s0s5r']",['/m/068hy']
/m/02sgy,electric_guitar,[],['/m/068hy']
/m/018vs,bass_guitar,[],['/m/0bt9lr']
/m/042v_gx,acoustic_guitar,[],['/m/0bt9lr']
/m/06w87,"steel_guitar,_slide_guitar",[],"['/m/0bt9lr', '/m/01z5f']"
/m/01glhc,tapping_(guitar_technique),[],['/m/0bt9lr']
/m/07s0s5r,strum,[],"['/m/0bt9lr', '/m/01yrx', '/m/0cdnk', '/m/01z5f']"
/m/018j2,banjo,[],['/m/0bt9lr']
/m/0jtg0,sitar,[],['/m/0bt9lr']
/m/04rzd,mandolin,[],['/m/068hy']
/m/01bns_,zither,[],['/m/068hy']
/m/07xzm,ukulele,[],['/m/068hy']
/m/05148p4,keyboard_(musical),"['/m/05r5c', '/m/013y1f', '/m/0l14qv', '/m/03q5t']",['/m/068hy']
/m/05r5c,piano,['/m/01s0ps'],['/m/068hy']
/m/01s0ps,electric_piano,"['/m/025cbm', '/m/0bxl5']",['/m/068hy']
/m/025cbm,clavinet,[],['/m/01yrx']
/m/0bxl5,rhodes_piano,[],['/m/01yrx']
/m/013y1f,organ,"['/m/03xq_f', '/m/03gvt']","['/m/01yrx', '/m/078jl', '/m/06wzb', '/m/05n1m']"
/m/03xq_f,electronic_organ,[],['/m/01yrx']
/m/03gvt,hammond_organ,[],['/m/01yrx']
/m/0l14qv,synthesizer,"['/m/01v1d8', '/m/0gkd1']",['/m/0jbk']
/m/01v1d8,sampler,[],['/m/0jbk']
/m/0gkd1,mellotron,[],['/m/0jbk']
/m/03q5t,harpsichord,[],['/m/0jbk']
/m/0l14md,percussion,"['/m/02hnl', '/m/026t6', '/m/01qbl', '/m/0239kh', '/m/01sm1g', '/m/07brj', '/m/05r5wn', '/m/0mbct', '/m/016622', '/m/0j45pbj']",['/m/0jbk']
/m/02hnl,drum_kit,['/m/0cfdd'],['/m/0jbk']
/m/0cfdd,drum_machine,[],['/m/0jbk']
/m/026t6,drum,"['/m/06rvn', '/m/0bm02', '/m/011k_j', '/m/01p970']",['/m/0ch8v']
/m/06rvn,snare_drum,"['/m/03t3fj', '/m/02k_mr']",['/m/0ch8v']
/m/03t3fj,rimshot,[],['/m/0ch8v']
/m/02k_mr,drum_roll,[],['/m/0ch8v']
/m/0bm02,bass_drum,[],"['/m/03k3r', '/m/07qc9xj']"
/m/011k_j,timpani,[],['/m/03k3r']
/m/01p970,tabla,[],['/m/03k3r']
/m/01qbl,cymbal,"['/m/03qtq', '/m/0bm0k']",['/m/03k3r']
/m/03qtq,hi-hat,[],['/m/0ch8v']
/m/0bm0k,crash_cymbal,[],['/m/0ch8v']
/m/01sm1g,wood_block,[],['/m/0ch8v']
/m/07brj,tambourine,[],['/m/0ch8v']
/m/05r5wn,rattle_(instrument),['/m/0xzly'],['/m/01xq0k1']
/m/0xzly,maraca,[],"['/m/01xq0k1', '/m/0l14md', '/m/0395lw']"
/m/0mbct,gong,[],['/m/01xq0k1']
/m/016622,tubular_bells,[],['/m/0ch8v']
/m/0j45pbj,mallet_percussion,"['/m/0dwsp', '/m/0dwtp', '/m/0dwt5', '/m/0l156b']",['/m/068zj']
/m/0dwsp,"marimba,_xylophone",[],['/m/0ch8v']
/m/0dwtp,glockenspiel,[],"['/m/03fwl', '/m/07bgp']"
/m/0dwt5,vibraphone,[],['/m/0ch8v']
/m/0l156b,steelpan,[],['/m/0ch8v']
/m/05pd6,orchestra,[],['/m/0ch8v']
/m/01kcd,brass_instrument,"['/m/0319l', '/m/07gql', '/m/07c6l', '/m/020w2', '/m/0y64j']",['/m/0ch8v']
/m/0319l,french_horn,[],['/m/0ch8v']
/m/07gql,trumpet,[],['/m/025rv6n']
/m/07c6l,trombone,[],['/m/025rv6n']
/m/020w2,cornet,[],['/m/09b5t']
/m/0y64j,bugle,[],['/m/09b5t']
/m/0l14_3,bowed_string_instrument,"['/m/02qmj0d', '/m/07y_7', '/m/01xqw', '/m/02fsn']",['/m/025rv6n']
/m/02qmj0d,string_section,[],['/m/01rd7k']
/m/07y_7,"violin,_fiddle",['/m/0d8_n'],['/m/025rv6n']
/m/0d8_n,pizzicato,[],['/m/09ddx']
/m/01xqw,cello,[],['/m/025rv6n']
/m/02fsn,double_bass,[],['/m/0dbvp']
/m/085jw,"wind_instrument,_woodwind_instrument","['/m/0l14j_', '/m/06ncr', '/m/01wy6', '/m/05kms', '/m/01c3q']",['/m/0jbk']
/m/0l14j_,flute,[],['/m/0jbk']
/m/06ncr,saxophone,"['/m/02pprs', '/m/03t22m']",['/m/0jbk']
/m/02pprs,alto_saxophone,[],['/m/0jbk']
/m/03t22m,soprano_saxophone,[],['/m/0jbk']
/m/01wy6,clarinet,[],['/m/0jbk']
/m/05kms,oboe,[],['/m/0jbk']
/m/01c3q,bassoon,[],['/m/0jbk']
/m/03m5k,harp,[],['/m/01280g']
/m/0395lw,bell,"['/m/03w41f', '/m/0239kh', '/m/027m70_', '/m/0gy1t2s', '/m/07n_g', '/m/0f8s22', '/m/0150b9']",['/m/01280g']
/m/03w41f,church_bell,[],['/m/0cdnk']
/m/027m70_,jingle_bell,[],['/m/01280g']
/m/0gy1t2s,bicycle_bell,[],['/m/01280g']
/m/07n_g,tuning_fork,[],['/m/01280g']
/m/0f8s22,chime,['/m/026fgl'],['/m/01280g']
/m/026fgl,wind_chime,[],['/m/01280g']
/m/0150b9,change_ringing_(campanology),[],['/m/01280g']
/m/03qjg,harmonica,[],['/m/015p6']
/m/0mkg,accordion,[],['/m/015p6']
/m/0192l,bagpipes,[],"['/m/020bb7', '/t/dd000138']"
/m/02bxd,didgeridoo,[],['/m/020bb7']
/m/0l14l2,shofar,[],['/m/015p6']
/m/07kc_,theremin,[],['/m/0h0rv']
/m/0l14t7,singing_bowl,[],['/m/015p6']
/m/05229,musical_ensemble,[],['/m/04s8yn']
/m/01vj9c,bass_(instrument_role),[],['/m/015p6']
/m/01hgjl,scratching_(performance_technique),[],['/m/09d5_']
/m/0kpv1t,music_genre,"['/m/064t9', '/m/0glt670', '/m/06by7', '/m/06j6l', '/m/0gywn', '/m/06cqb', '/m/01lyv', '/m/02x8m', '/m/02w4v', '/m/06j64v', '/m/03_d0', '/m/026z9', '/m/0ggq0m', '/m/02lkt', '/m/0g293', '/m/0155w', '/m/05fw6t', '/m/02v2lh', '/m/0y4f8', '/m/0164x2', '/m/02mscn', '/m/028sqc', '/m/06rqw', '/m/02p0sh1', '/m/05rwpb']",['/m/015p6']
/m/064t9,pop_music,[],['/m/015p6']
/m/0glt670,hip_hop_music,"['/m/04j_h4', '/m/0n8zsc8', '/m/02cz_7']",['/m/01280g']
/m/04j_h4,grime_music,[],['/m/01280g']
/m/0n8zsc8,trap_music,[],['/m/01280g']
/m/02cz_7,beatboxing,[],['/m/01280g']
/m/06by7,rock_music,"['/m/03lty', '/m/05r6t', '/m/0dls3', '/m/0dl5d', '/m/07sbbz2', '/m/05w3f']",['/m/01280g']
/m/03lty,heavy_metal,[],['/m/06hps']
/m/05r6t,punk_rock,[],['/m/06hps']
/m/0dls3,grunge,[],['/m/06hps']
/m/0dl5d,progressive_rock,[],['/m/01280g']
/m/07sbbz2,rock_and_roll,[],['/m/01280g']
/m/05w3f,psychedelic_rock,[],['/m/01280g']
/m/06j6l,rhythm_and_blues,[],['/m/01280g']
/m/0gywn,soul_music,[],['/m/03vt0']
/m/06cqb,reggae,['/m/0190y4'],['/m/03vt0']
/m/0190y4,dub,[],['/m/03vt0']
/m/01lyv,country,"['/m/015y_n', '/m/0gg8l']","['/m/0h2mp', '/m/01h3n', '/t/dd000138']"
/m/015y_n,swing_music,[],['/m/03vt0']
/m/0gg8l,bluegrass,[],['/m/01280g']
/m/02x8m,funk,[],['/m/09ld4']
/m/02w4v,folk_music,[],['/m/01280g']
/m/06j64v,middle_eastern_music,[],['/m/01280g']
/m/03_d0,jazz,[],"['/m/078jl', '/m/05n1m']"
/m/026z9,disco,[],['/m/01280g']
/m/0ggq0m,classical_music,['/m/05lls'],
/m/05lls,opera,[],
/m/02lkt,electronic_music,"['/m/03mb9', '/m/07gxw', '/m/07s72n', '/m/029h7y', '/m/0283d', '/m/0m0jc', '/m/08cyft', '/m/0fd3y', '/m/07lnk', '/m/0m0fw', '/m/0bmfpc']",
/m/03mb9,house_music,[],
/m/07gxw,techno,[],
/m/07s72n,dubstep,[],['/m/04rlf']
/m/029h7y,electro,[],['/m/04rlf']
/m/0283d,drum_and_bass,['/m/01f9gb'],['/m/04rlf']
/m/01f9gb,oldschool_jungle,[],['/m/04rlf']
/m/0m0jc,electronica,[],['/m/04rlf']
/m/08cyft,electronic_dance_music,[],['/m/04rlf']
/m/0fd3y,ambient_music,['/m/052smk'],['/m/04rlf']
/m/052smk,drone_music,[],['/m/04rlf']
/m/07lnk,trance_music,[],['/m/04rlf']
/m/0m0fw,noise_music,[],['/m/04rlf']
/m/0bmfpc,uk_garage,[],['/m/04rlf']
/m/0g293,music_of_latin_america,"['/m/02ccj9', '/m/0ln16', '/m/0kpck', '/m/080nby', '/m/05q7ms', '/m/0326g']",['/m/04rlf']
/m/02ccj9,cumbia,[],['/m/04rlf']
/m/0ln16,salsa_music,[],['/m/04rlf']
/m/0kpck,soca_music,[],['/m/04rlf']
/m/080nby,kuduro,[],['/m/04rlf']
/m/05q7ms,funk_carioca,[],['/m/04rlf']
/m/0326g,flamenco,[],['/m/04rlf']
/m/0155w,blues,[],['/m/04rlf']
/m/05fw6t,music_for_children,[],['/m/04rlf']
/m/02v2lh,new-age_music,[],['/m/04szw']
/m/0y4f8,vocal_music,"['/m/0z9c', '/m/02bk07', '/m/02cz_7']",['/m/04szw']
/m/0z9c,a_capella,[],['/m/04szw']
/m/0164x2,music_of_africa,"['/m/0145m', '/m/022dgg']",['/m/04szw']
/m/0145m,afrobeat,[],['/m/04szw']
/m/022dgg,kwaito,[],['/m/04szw']
/m/02mscn,christian_music,['/m/016cjb'],['/m/0fx80y']
/m/016cjb,gospel_music,[],['/m/0fx80y']
/m/028sqc,music_of_asia,"['/m/015vgc', '/m/0dq0md']",['/m/0fx80y']
/m/015vgc,carnatic_music,[],['/m/0fx80y']
/m/0dq0md,music_of_bollywood,[],['/m/0fx80y']
/m/06rqw,ska,[],['/m/0fx80y']
/m/02p0sh1,traditional_music,[],['/m/0342h']
/m/05rwpb,independent_music,[],['/m/0342h']
/t/dd00027,musical_concepts,"['/m/074ft', '/m/09dsr', '/m/05jcn', '/m/022c7z', '/m/01gp74', '/m/0b128', '/m/021wwz', '/m/0kc2j', '/m/03w6d1']",['/m/0342h']
/m/074ft,song,[],['/m/0342h']
/m/09dsr,melody,[],['/m/0342h']
/m/05jcn,musical_note,[],['/m/0342h']
/m/022c7z,beat,['/m/05xp3j'],['/m/0fx80y']
/m/05xp3j,drum_beat,[],['/m/0fx80y']
/m/01gp74,chord,[],['/m/0fx80y']
/m/0b128,harmony,[],['/m/0fx80y']
/m/021wwz,bassline,[],['/m/0fx80y']
/m/0kc2j,loop,[],['/m/04szw']
/m/03w6d1,drone,[],['/m/04szw']
/t/dd00028,music_role,"['/m/025td0t', '/m/02cjck', '/m/03r5q_', '/m/0l14gg', '/m/07pkxdp', '/m/01z7dr', '/m/0140xf', '/m/0ggx5q', '/m/04wptg', '/t/dd00029']",['/m/04szw']
/m/025td0t,background_music,[],['/m/04szw']
/m/02cjck,theme_music,[],['/m/05148p4']
/m/03r5q_,jingle_(music),[],['/m/05r5c']
/m/0l14gg,soundtrack_music,[],['/m/05r5c']
/m/07pkxdp,lullaby,[],['/m/01s0ps']
/m/01z7dr,video_game_music,[],['/m/01s0ps']
/m/0140xf,christmas_music,[],['/m/05148p4']
/m/0ggx5q,dance_music,[],['/m/05148p4']
/m/04wptg,wedding_music,[],['/m/013y1f']
/t/dd00029,birthday_music,[],['/m/013y1f']
/t/dd00030,music_mood,"['/t/dd00031', '/t/dd00032', '/t/dd00033', '/t/dd00034', '/t/dd00035', '/t/dd00036', '/t/dd00037']",['/m/05148p4']
/t/dd00031,happy_music,[],['/m/05148p4']
/t/dd00032,funny_music,[],['/m/0l14qv']
/t/dd00033,sad_music,[],['/m/0l14qv']
/t/dd00034,tender_music,[],['/m/05148p4']
/t/dd00035,exciting_music,[],['/m/04szw']
/t/dd00036,angry_music,[],['/m/04szw']
/t/dd00037,scary_music,[],['/m/04szw']
/m/059j3w,natural_sounds,"['/m/03m9d0z', '/m/0jb2l', '/m/0838f', '/m/02_41']",['/m/04szw']
/m/03m9d0z,wind,"['/m/07q8f3b', '/m/09t49', '/t/dd00092']",['/m/04szw']
/m/07q8f3b,howl_(wind),[],['/m/04szw']
/m/09t49,rustling_leaves,[],['/m/04szw']
/t/dd00092,wind_noise_(microphone),[],['/m/04szw']
/m/0jb2l,thunderstorm,['/m/0ngt1'],['/m/04szw']
/m/0ngt1,thunder,[],['/m/04szw']
/m/0838f,water,"['/m/06mb1', '/m/0j6m2', '/m/0j2kx', '/m/05kq4', '/m/06wzb', '/m/07swgks']",['/m/0l14md']
/m/06mb1,rain,"['/m/07r10fb', '/t/dd00038']",['/m/02hnl']
/m/07r10fb,raindrop,[],['/m/0l14md']
/t/dd00038,rain_on_surface,[],['/m/0l14md']
/m/0j6m2,stream,[],['/m/0l14md']
/m/0j2kx,waterfall,[],['/m/0l14md']
/m/05kq4,ocean,['/m/034srq'],['/m/026t6']
/m/034srq,"waves,_surf",[],['/m/026t6']
/m/06wzb,steam,['/m/07rjwbb'],['/m/06rvn']
/m/07swgks,gurgling,[],['/m/06rvn']
/m/02_41,fire,"['/m/07pzfmf', '/m/0fjy1']",['/m/026t6']
/m/07pzfmf,crackle,[],['/m/026t6']
/m/0fjy1,wildfire,[],['/m/026t6']
/t/dd00041,sounds_of_things,"['/m/07yv9', '/m/02mk9', '/t/dd00071', '/m/0395lw', '/m/07pp_mv', '/t/dd00077', '/m/07k1x', '/m/014zdl', '/m/083vt', '/m/039jq', '/m/04k94', '/t/dd00089', '/t/dd00133']",['/m/0l14md']
/m/07yv9,vehicle,"['/m/019jd', '/m/012f08', '/m/06d_3', '/m/0k5j', '/t/dd00061']",['/m/0l14md']
/m/019jd,"boat,_water_vehicle","['/m/0hsrw', '/m/056ks2', '/m/02rlv9', '/m/06q74']",['/m/01qbl']
/m/0hsrw,"sailboat,_sailing_ship",[],['/m/01qbl']
/m/056ks2,"rowboat,_canoe,_kayak",[],['/m/0l14md']
/m/02rlv9,"motorboat,_speedboat",[],['/m/0l14md']
/m/06q74,ship,[],['/m/0l14md']
/m/012f08,motor_vehicle_(road),"['/m/0k4j', '/m/07r04', '/m/01bjv', '/m/03j1ly', '/m/04_sv', '/m/0btp2']",['/m/05r5wn']
/m/0k4j,car,"['/m/0912c9', '/m/02mfyn', '/m/04gxbd', '/m/07rknqz', '/m/0h9mv', '/t/dd00134', '/m/0ltv']",['/m/0l14md']
/m/0912c9,"vehicle_horn,_car_horn,_honking",['/m/07qv_d5'],['/m/0l14md']
/m/07qv_d5,toot,[],['/m/0l14md']
/m/02mfyn,car_alarm,[],['/m/0l14md']
/m/04gxbd,"power_windows,_electric_windows",[],['/m/0l14md']
/m/07rknqz,skidding,[],['/m/0l14md']
/m/0h9mv,tire_squeal,[],['/m/0j45pbj']
/t/dd00134,car_passing_by,[],['/m/0j45pbj']
/m/0ltv,"race_car,_auto_racing",[],['/m/0j45pbj']
